,status,ts,ans,confidence
0,EXP_START,1677734822.280444,-1,-1
1,TE1_START,1677734831.351632,-1,-1
2,TE1_END&CONF1_START,1677734930.067726,4,-1
0,CONF1_END&TE2_START,1677734932.22697,-1,5
4,TE2_END&CONF2_START,1677734944.895807,5,-1
0,CONF2_END&TE3_START,1677734946.762503,-1,5
6,TE3_END&CONF3_START,1677734964.595129,5,-1
0,CONF3_END&TE4_START,1677734966.326747,-1,5
8,TE4_END&CONF4_START,1677734980.31048,3,-1
0,CONF4_END&TE5_START,1677734981.930305,-1,5
